"","Protein1","Protein2","Gene1","Gene2","Context","StringScore","CC","MF","BP"
"12633","Q14C86","Q9Y3C8","GAPVD1","UFC1","poor",0,0.343,0.501,0.121
"12634","P62805","Q13428","H4C1","TCOF1","poor",273,0.55,0.793,0.139
"12635","P16402","O94906","H1-3","PRPF6","poor",0,0.598,0.522,0.332
"12636","P16402","Q96ME7","H1-3","ZNF512","poor",0,1,0.521,0.781
"12637","Q05639","Q99877","EEF1A2","H2BC15","poor",0,0.489,0.407,0.044
"12638","O75531","Q14004","BANF1","CDK13","poor",0,0.693,0.527,0.224
"12639","P0C0S8","Q53GA4","H2AC11","PHLDA2","poor",0,0.331,0.603,0.19
"12640","Q93079","Q9H307","H2BC9","PNN","poor",0,0.529,0.8,0.126
"12641","P62805","Q53EL6","H4C1","PDCD4","poor",0,0.508,0.796,0.158
"12642","P68431","O75940","H3C1","SMNDC1","poor",0,0.675,0.704,0.289
"12643","P62805","P11055","H4C1","MYH3","poor",0,0.484,0.352,0.166
"12644","Q14789","P04843","GOLGB1","RPN1","poor",0,0.766,0.784,0.171
"12645","P51572","P49458","BCAP31","SRP9","poor",0,0.56,0.644,0.23
"12646","Q53GA4","P62987","PHLDA2","UBA52","poor",0,0.526,0.569,0.132
"12647","P68431","Q13395","H3C1","TARBP1","poor",0,1,0.332,0.214
"12648","Q92522","P06899","H1-10","H2BC11","poor",0,0.753,0.693,0.283
"12649","P68431","P17096","H3C1","HMGA1","poor",0,0.653,0.619,0.327
"12650","O00479","Q00839","HMGN4","HNRNPU","poor",0,0.536,0.507,1
"12651","A6QL64","P49916","ANKRD36","LIG3","poor",0,0,0,0
"12652","Q58FF3","P06454","HSP90B2P","PTMA","poor",0,0.428,0.455,0.178
"12653","Q6UX04","P47897","CWC27","QARS1","poor",0,0.437,0,0.175
"12654","P47897","P14678","QARS1","SNRPB","poor",214,0.53,0.416,0.246
"12655","Q93079","P05455","H2BC9","SSB","poor",0,0.73,0.645,0.045
"12656","P16403","P46087","H1-2","NOP2","poor",0,0.57,0.653,0.236
"12657","Q14008","Q93079","CKAP5","H2BC9","rich",0,0.617,0.577,0.378
"12658","Q9Y3Y2","P84090","CHTOP","ERH","poor",976,0.657,0.978,0.152
"12659","Q93079","P22626","H2BC9","HNRNPA2B1","poor",0,0.791,0.592,0.273
"12660","Q93079","P62805","H2BC9","H4C1","rich",0,0.84,0.888,1
"12661","P62805","P24928","H4C1","POLR2A","poor",552,0.708,0.611,0.06
"12662","P29692","P24928","EEF1D","POLR2A","poor",0,0.813,0.576,0.371
"12663","P0CG48","Q00796","UBC","SORD","poor",0,0.722,0.381,0.157
"12664","Q8NC51","P05455","SERBP1","SSB","poor",511,0.733,0.76,0.292
"12665","Q15149","Q9H2G2","PLEC","SLK","poor",0,0.625,0.586,0.256
"12666","P68431","P22415","H3C1","USF1","poor",207,0.716,0.691,0.162
"12667","P16403","P22694","H1-2","PRKACB","poor",0,0.485,0.354,0.171
"12668","Q71UI9","P22415","H2AZ2","USF1","poor",0,0.669,0.484,0.16
"12669","Q93079","Q99877","H2BC9","H2BC15","poor",0,0.938,0.781,1
"12670","Q93079","Q6FI13","H2BC9","H2AC18","rich",0,0.818,0.803,0.373
"12671","Q9Y673","P62805","ALG5","H4C1","poor",0,0.465,0.47,0.069
"12672","Q2LD37","P05455","KIAA1109","SSB","poor",0,0,0,0
"12673","Q93079","O95394","H2BC9","PGM3","rich",0,0.555,0.192,0.038
"12674","Q14789","P26038","GOLGB1","MSN","poor",410,0.537,0.727,0.198
"12675","Q93079","P46087","H2BC9","NOP2","poor",0,0.576,0.631,0.36
"12676","Q9NWB1","O43251","RBFOX1","RBFOX2","poor",205,0.808,0.852,0.677
"12677","Q9NZ32","P68431","ACTR10","H3C1","poor",184,0.494,1,0.07
"12678","P68431","P08397","H3C1","HMBS","poor",0,0.381,0.573,0.11
"12679","P62805","Q9BRX2","H4C1","PELO","poor",0,0.464,0.472,0.277
"12680","Q9UBF2","Q15435","COPG2","PPP1R7","poor",0,0.545,0.306,0.047
"12681","Q13319","P68104","CDK5R2","EEF1A1","poor",0,0.573,0.479,0.171
"12682","P68431","O00268","H3C1","TAF4","poor",338,0.733,0.744,0.271
"12683","P16403","Q99757","H1-2","TXN2","poor",0,0.469,0.41,0.089
"12684","P05204","P54577","HMGN2","YARS1","poor",0,0.885,0.653,0.199
"12685","P68431","Q53GA4","H3C1","PHLDA2","poor",0,0.519,0.596,0.271
"12686","Q00839","Q4G0P3","HNRNPU","HYDIN","poor",0,0.369,0,0.164
"12687","P68104","P61604","EEF1A1","HSPE1","poor",296,0.621,0.68,0.211
"12688","P62805","O00268","H4C1","TAF4","poor",307,0.723,0.747,0.12
"12689","P68104","Q93079","EEF1A1","H2BC9","poor",0,0.638,0.595,0.045
"12690","P07814","Q32P51","EPRS1","HNRNPA1L2","poor",704,0.599,0.59,0.198
"12691","Q9BZE9","Q04323","ASPSCR1","UBXN1","poor",816,0.76,1,0.295
"12692","P05204","Q8IYB3","HMGN2","SRRM1","poor",0,0.705,0.834,0.155
"12693","P62136","P62140","PPP1CA","PPP1CB","poor",988,0.803,0.859,0.707
"12694","Q93079","Q9UKK3","H2BC9","PARP4","poor",0,0.815,0.663,0.07
"12695","Q00839","O43765","HNRNPU","SGTA","poor",0,0.626,0.452,0.206
"12696","P16615","P62987","ATP2A2","UBA52","poor",0,0.627,0.481,0.073
"12697","Q86XP3","Q9C0C9","DDX42","UBE2O","poor",0,0.904,0.615,0.121
"12698","P38919","P23527","EIF4A3","H2BC17","poor",0,0.682,0.524,0.104
"12699","Q03001","Q93079","DST","H2BC9","poor",0,0.547,0.644,0.258
"12700","P10412","Q9UKX7","H1-4","NUP50","poor",0,0.572,1,0.049
"12701","Q93079","P62987","H2BC9","UBA52","rich",0,0.661,0.666,0.033
"12702","P68431","Q8WZ42","H3C1","TTN","rich",0,0.609,0.562,0.224
"12703","Q7L622","P16403","G2E3","H1-2","poor",0,0.667,0.431,0.133
"12704","P00451","P22626","F8","HNRNPA2B1","poor",0,0.523,0.362,0.112
"12705","Q13308","Q99470","PTK7","SDF2","poor",0,0.166,0.788,0.173
"12706","Q04637","Q00839","EIF4G1","HNRNPU","poor",256,0.691,0.7,0.367
"12707","Q00839","O15066","HNRNPU","KIF3B","poor",0,0.642,0.44,0.271
"12708","P68431","Q15911","H3C1","ZFHX3","poor",0,0.736,0.513,0.263
"12709","P10412","Q5JSH3","H1-4","WDR44","poor",0,0.424,0.5,0.184
"12710","Q8TES7","Q93079","FBF1","H2BC9","poor",0,0.465,1,0.267
"12711","Q14C86","P14314","GAPVD1","PRKCSH","poor",0,0.451,0.606,0.133
"12712","Q96CS3","Q93079","FAF2","H2BC9","poor",0,0.483,0.617,0.258
"12713","P42684","O15417","ABL2","TNRC18","poor",0,0.586,0.543,0
"12714","Q8WXX5","A6NDY0","DNAJC9","PABPN1L","poor",0,0.719,0.253,0.033
"12715","P80723","P68431","BASP1","H3C1","poor",0,0.713,0.633,0.105
"12716","P23588","Q93079","EIF4B","H2BC9","poor",0,0.552,0.67,0.058
"12717","P68431","Q9Y2K3","H3C1","MYH15","poor",0,0.502,0.432,0
"12718","Q15388","Q9Y3A2","TOMM20","UTP11","poor",0,0.391,0.516,0.066
"12719","Q9NR30","Q00839","DDX21","HNRNPU","poor",606,0.677,0.685,0.425
"12720","P68431","P55209","H3C1","NAP1L1","poor",326,0.676,0.626,0.367
"12721","P68431","P62316","H3C1","SNRPD2","poor",291,0.631,0.704,0.325
"12722","P99999","Q13838","CYCS","DDX39B","poor",160,0.688,0.472,0.129
"12723","Q93079","P61758","H2BC9","VBP1","poor",0,0.783,0.634,0.445
"12724","P10412","Q99729","H1-4","HNRNPAB","poor",0,0.557,0.73,0.362
"12725","Q9NTX9","P0C0S8","FAM217B","H2AC11","poor",0,0.462,1,0
"12726","P26038","P63104","MSN","YWHAZ","poor",318,0.694,0.75,0.245
"12727","P68431","P82970","H3C1","HMGN5","poor",0,0.668,0.502,0.539
"12728","P30405","Q9UPU5","PPIF","USP24","poor",0,0.615,0.596,0.119
"12729","P06733","Q01968","ENO1","OCRL","poor",0,0.701,0.352,0.225
"12730","Q8IZT6","P13637","ASPM","ATP1A3","poor",0,0.473,0.788,0.143
"12731","P13637","P06753","ATP1A3","TPM3","poor",0,0.389,0.489,0.118
"12732","Q93079","O94826","H2BC9","TOMM70","poor",0,0.518,0.543,0.124
"12733","P16403","Q53GA4","H1-2","PHLDA2","poor",0,0.374,0.462,0.154
"12734","P36957","P00558","DLST","PGK1","poor",311,0.616,0.439,0.298
"12735","P0C0S8","P37837","H2AC11","TALDO1","poor",0,0.703,0.553,0.216
"12736","P16403","O15357","H1-2","INPPL1","poor",0,0.516,0.462,0.189
"12737","Q05639","Q99880","EEF1A2","H2BC13","poor",0,0.489,0.526,0.044
"12738","Q9UBT7","P16401","CTNNAL1","H1-5","poor",0,0.536,0.528,0.154
"12739","P06899","P82970","H2BC11","HMGN5","poor",0,0.713,0.504,0.233
"12740","O95433","Q93079","AHSA1","H2BC9","poor",0,0.703,0.616,0.134
"12741","P80723","Q99877","BASP1","H2BC15","poor",0,0.737,0.486,0.053
"12742","P68104","P0C0S8","EEF1A1","H2AC11","poor",0,0.502,0.523,0.128
"12743","Q13838","Q93079","DDX39B","H2BC9","poor",0,0.725,0.556,0.289
"12744","Q9Y613","Q00059","FHOD1","TFAM","poor",0,0.638,0.573,0.342
"12745","Q93079","O43615","H2BC9","TIMM44","poor",0,0.525,0.621,0.124
"12746","P05455","O43615","SSB","TIMM44","poor",0,0.507,0.497,0.21
"12747","P68431","Q13813","H3C1","SPTAN1","poor",288,0.671,0.697,0.288
"12748","P68431","P36873","H3C1","PPP1CC","poor",0,0.583,0.528,0.253
"12749","P68104","O15042","EEF1A1","U2SURP","poor",0,0.436,0.67,0.351
"12750","P68431","P05204","H3C1","HMGN2","rich",226,0.687,0.675,0.457
"12751","P22626","Q6Q759","HNRNPA2B1","SPAG17","poor",0,0.479,0,0.147
"12752","Q8WXX5","P62987","DNAJC9","UBA52","poor",0,0.734,0.683,0.034
"12753","P51858","P68431","HDGF","H3C1","poor",318,0.733,0.415,0.404
"12754","P62805","Q8WZ42","H4C1","TTN","rich",303,0.59,0.547,0.161
"12755","P10412","P55145","H1-4","MANF","poor",0,0.521,0.66,0.118
"12756","P78371","P68431","CCT2","H3C1","rich",0,0.613,0.498,0.2
"12757","Q5QNW6","O15042","H2BC18","U2SURP","poor",0,0.707,0.565,0
"12758","P62805","Q32P51","H4C1","HNRNPA1L2","poor",0,0.416,0.741,0.061
"12759","P23588","Q92522","EIF4B","H1-10","poor",0,0.344,0.652,0.207
"12760","Q93079","O43765","H2BC9","SGTA","poor",0,0.704,0.63,0.129
"12761","Q13057","P48634","COASY","PRRC2A","poor",0,0.564,0.468,0.2
"12762","Q93045","P67809","STMN2","YBX1","poor",0,0.599,0.49,0.159
"12763","Q93045","P16989","STMN2","YBX3","poor",0,0.638,0.556,0.176
"12764","P62807","Q96LB3","H2BC4","IFT74","poor",0,0.465,0.639,0.109
"12765","Q9NQ29","Q9Y383","LUC7L","LUC7L2","poor",848,0.86,0.885,1
"12766","P49588","Q9H307","AARS1","PNN","poor",0,0.526,0.372,0.277
"12767","P09429","Q07954","HMGB1","LRP1","poor",793,0.636,0.518,0.374
"12768","P49761","Q99471","CLK3","PFDN5","poor",0,0.681,0.419,0.228
"12769","A6NHR9","O15417","SMCHD1","TNRC18","poor",0,0.445,0.543,0
"12770","P68431","O15417","H3C1","TNRC18","rich",250,0.559,0.543,0
"12771","P06733","O00410","ENO1","IPO5","poor",208,0.769,0.549,0.151
"12772","P62805","P35749","H4C1","MYH11","poor",0,0.474,0.553,0.271
"12773","P68431","O75116","H3C1","ROCK2","poor",0,0.555,0.529,0.216
"12774","P39748","P10412","FEN1","H1-4","poor",0,0.634,0.492,0.323
"12775","Q03001","P16403","DST","H1-2","poor",0,0.428,0.559,0.193
"12776","P22626","Q53GA4","HNRNPA2B1","PHLDA2","poor",0,0.54,0.378,0.193
"12777","Q16531","P16403","DDB1","H1-2","poor",334,0.486,0.636,0.183
"12778","Q9NPA8","Q93079","ENY2","H2BC9","poor",0,0.634,0.546,0.46
"12779","P07814","P84243","EPRS1","H3-3A","poor",0,0.501,0.456,0.065
"12780","Q01130","Q9BRL6","SRSF2","SRSF8","poor",0,0.869,0.789,1
"12781","P62316","P62987","SNRPD2","UBA52","poor",317,0.657,0.571,0.262
"12782","Q93079","Q14566","H2BC9","MCM6","poor",0,0.71,0.565,0.192
"12783","Q9UG63","P16403","ABCF2","H1-2","rich",0,0.272,0.188,0
"12784","P0C0S8","O00268","H2AC11","TAF4","poor",0,0.605,0.661,0.101
"12785","P16403","Q9NZI8","H1-2","IGF2BP1","poor",0,0.416,0.72,0.264
"12786","P06733","Q06787","ENO1","FMR1","poor",0,0.556,0.626,0.307
"12787","P10515","Q93079","DLAT","H2BC9","poor",0,0.589,0.561,0.055
"12788","Q9UKV3","O95104","ACIN1","SCAF4","poor",0,0.69,0.577,0.235
"12789","P23588","P0C0S8","EIF4B","H2AC11","poor",0,0.331,0.601,0.1
"12790","P22626","Q9ULK6","HNRNPA2B1","RNF150","poor",0,0.54,0.165,0.187
"12791","Q71UI9","O15355","H2AZ2","PPM1G","poor",0,0.57,0.374,0.194
"12792","Q9HCK8","P49458","CHD8","SRP9","poor",0,0.358,0.55,0.19
"12793","Q99877","P22626","H2BC15","HNRNPA2B1","poor",0,0.763,0.514,0.273
"12794","Q9BSJ8","P20671","ESYT1","H2AC7","poor",0,0.432,0.377,0.246
"12795","P24928","O00268","POLR2A","TAF4","poor",791,0.851,0.561,0.774
"12796","Q71UI9","Q13395","H2AZ2","TARBP1","poor",0,1,0.265,0.09
"12797","P30085","P22234","CMPK1","PAICS","poor",191,0.752,0.232,0.529
"12798","Q15398","P68431","DLGAP5","H3C1","poor",0,0.518,0.634,0.296
"12799","P14314","O95104","PRKCSH","SCAF4","poor",0,0.699,0.301,0.158
"12800","P23528","O15014","CFL1","ZNF609","poor",0,0.428,0.367,0.165
"12801","P17096","Q9Y4Z0","HMGA1","LSM4","poor",0,0.691,0.497,0.259
"12802","P16403","Q9UEW3","H1-2","MARCO","poor",0,0.309,0.304,0.136
"12803","P16403","P0C0S8","H1-2","H2AC11","rich",610,0.821,0.831,0.277
"12804","P13637","P22102","ATP1A3","GART","poor",0,0.404,0.434,0.149
"12805","P10412","Q13428","H1-4","TCOF1","rich",0,0.548,0.677,0.218
"12806","Q09666","Q93079","AHNAK","H2BC9","poor",0,0.58,0.712,0.124
"12807","Q9BUQ8","Q9H2G2","DDX23","SLK","poor",0,0.462,0.554,0.174
"12808","Q93079","O95625","H2BC9","ZBTB11","poor",0,0.576,0.388,0.113
"12809","Q93079","Q2LD37","H2BC9","KIAA1109","poor",0,0,0,0
"12810","P68431","P46087","H3C1","NOP2","poor",0,0.539,0.626,0.267
"12811","O95433","P10412","AHSA1","H1-4","poor",0,0.436,0.522,0.14
"12812","Q99613","O94906","EIF3C","PRPF6","poor",0,0.362,0.874,0.371
"12813","P30044","O94906","PRDX5","PRPF6","poor",0,0.604,0.495,0.2
"12814","P0C0S8","P05204","H2AC11","HMGN2","poor",280,0.721,0.738,0.526
"12815","Q99613","P68431","EIF3C","H3C1","poor",0,0.4,0.654,0.23
"12816","P10412","P46063","H1-4","RECQL","poor",0,0.709,0.412,0.345
"12817","P14678","P11387","SNRPB","TOP1","poor",214,0.631,0.605,0.298
"12818","P06899","Q32P51","H2BC11","HNRNPA1L2","poor",0,0.509,0.514,0.059
"12819","Q8IWX8","P68431","CHERP","H3C1","poor",289,0.618,0.714,0.197
"12820","Q93079","Q15532","H2BC9","SS18","poor",0,0.601,0.547,0.373
"12821","P00918","Q9Y520","CA2","PRRC2C","poor",0,0.68,0.427,0.091
"12822","P68431","Q86YW0","H3C1","PLCZ1","poor",0,0.65,0.217,0.157
"12823","Q9NY12","P04908","GAR1","H2AC4","poor",0,0.539,0.644,0.159
"12824","A6QL64","Q93079","ANKRD36","H2BC9","poor",0,0,0,0
"12825","Q9NYF8","P22626","BCLAF1","HNRNPA2B1","poor",589,0.75,0.697,0.303
"12826","P68431","A6NDY0","H3C1","PABPN1L","poor",0,0.555,0.462,0.373
"12827","P22626","Q9BX26","HNRNPA2B1","SYCP2","poor",0,0.578,0.694,0.131
"12828","Q14204","P49914","DYNC1H1","MTHFS","poor",0,0.524,0.387,0.117
"12829","P09661","P08670","SNRPA1","VIM","poor",0,0.423,0.647,0.152
"12830","P68431","Q9NQ29","H3C1","LUC7L","poor",0,0.37,0.684,0.205
"12831","P16402","P0C0S8","H1-3","H2AC11","poor",669,0.808,0.646,0.277
"12832","P68431","P04818","H3C1","TYMS","poor",0,0.554,0.418,0.126
"12833","Q99714","Q8IUG5","HSD17B10","MYO18B","poor",0,0.532,0.168,0.129
"12834","Q6DD88","Q93079","ATL3","H2BC9","poor",0,0.461,0.571,0.35
"12835","P42126","O00625","ECI1","PIR","poor",0,0.64,0.135,0.117
"12836","Q93079","P16949","H2BC9","STMN1","poor",0,0.605,0.647,0.229
"12837","Q9ULV0","Q14980","MYO5B","NUMA1","poor",0,0.634,0.572,0.277
"12838","P07814","P16403","EPRS1","H1-2","poor",0,0.344,0.533,0.232
"12839","Q86XP3","P68431","DDX42","H3C1","poor",0,0.71,0.541,0.202
"12840","Q96C19","P62805","EFHD2","H4C1","poor",0,0.657,0.364,0
"12841","Q15051","P56192","IQCB1","MARS1","poor",0,0.62,0.203,0.059
"12842","Q9P291","Q9HBM1","ARMCX1","SPC25","poor",282,0.499,1,0.128
"12843","P16403","Q7KZF4","H1-2","SND1","poor",0,0.451,0.5,0.26
"12844","P84243","Q15397","H3-3A","PUM3","poor",0,0.643,0.589,0.105
"12845","Q9Y623","P06454","MYH4","PTMA","poor",0,0.469,0.446,0.098
"12846","O15511","P04406","ARPC5","GAPDH","poor",0,0.69,0.476,0.164
"12847","Q9P219","Q93079","CCDC88C","H2BC9","poor",0,0.451,0.641,0.205
"12848","Q02952","P06748","AKAP12","NPM1","poor",0,0.624,0.524,0.321
"12849","P16403","Q9H2K8","H1-2","TAOK3","poor",0,0.355,0.349,0.167
"12850","Q8NE71","Q93079","ABCF1","H2BC9","poor",0,0.675,0.592,0.034
"12851","Q6PD62","Q02880","CTR9","TOP2B","poor",150,0.703,0.502,0.279
"12852","Q9UG63","Q93079","ABCF2","H2BC9","rich",0,0.316,0.144,0
"12853","Q5FWF5","O43805","ESCO1","SSNA1","poor",0,0.53,0.178,0.222
"12854","P23588","Q5VWN6","EIF4B","TASOR2","poor",0,0.738,1,0.249
"12855","P00374","P16403","DHFR","H1-2","poor",0,0.493,0.449,0.22
"12856","Q92896","P0C0S8","GLG1","H2AC11","poor",0,0.523,0.527,0.126
"12857","Q9H1E3","Q8NC51","NUCKS1","SERBP1","poor",203,0.747,0.556,0.213
"12858","Q9NQP4","O15212","PFDN4","PFDN6","poor",999,0.771,1,0.798
"12859","Q07021","Q96AG4","C1QBP","LRRC59","poor",0,0.772,0.614,0.269
"12860","P0C0S8","Q71RC2","H2AC11","LARP4","poor",0,0.328,0.564,0.273
"12861","Q9NRN7","P21796","AASDHPPT","VDAC1","poor",0,0.446,0.476,0.158
"12862","Q9NWB6","Q07021","ARGLU1","C1QBP","poor",0,0.724,0.587,0
"12863","P46100","P16402","ATRX","H1-3","poor",221,0.747,0.382,0.378
"12864","Q93079","Q6Q759","H2BC9","SPAG17","poor",0,0.441,0,0.276
"12865","P68431","P62826","H3C1","RAN","rich",318,0.718,0.607,0.206
"12866","Q8IZA3","Q93079","H1-8","H2BC9","poor",0,0.87,0.525,1
"12867","P68431","O15213","H3C1","WDR46","poor",0,0.572,0.694,0.25
"12868","Q99729","Q02880","HNRNPAB","TOP2B","poor",0,0.839,0.566,0.298
"12869","Q8WWL7","P0C0S8","CCNB3","H2AC11","poor",0,0.521,0.576,0.309
"12870","Q99729","Q96GA3","HNRNPAB","LTV1","poor",196,0.802,1,0.064
"12871","Q9NZ32","P62805","ACTR10","H4C1","poor",173,0.475,1,0.07
"12872","Q14683","Q04323","SMC1A","UBXN1","poor",0,0.662,0.565,0.116
"12873","P62807","P36873","H2BC4","PPP1CC","poor",154,0.559,0.536,0.096
"12874","P07910","Q15021","HNRNPC","NCAPD2","poor",150,0.76,0.524,0.23
"12875","P49916","P31948","LIG3","STIP1","poor",0,0.675,0.539,0.205
"12876","P68431","P24043","H3C1","LAMA2","poor",0,0.51,0.604,0.15
"12877","P20929","P06748","NEB","NPM1","poor",0,0.479,0.479,0.167
"12878","P68104","Q8IWJ2","EEF1A1","GCC2","poor",155,0.635,0.501,0.08
"12879","P07305","Q93079","H1-0","H2BC9","poor",0,0.755,0.795,1
"12880","P46100","Q93079","ATRX","H2BC9","poor",0,0.655,0.519,1
"12881","Q04637","P26368","EIF4G1","U2AF2","poor",311,0.546,0.703,0.243
"12882","P26599","O95758","PTBP1","PTBP3","poor",314,1,0.826,0.716
"12883","P06733","Q93079","ENO1","H2BC9","poor",0,0.684,0.566,0.134
"12884","P62805","O15347","H4C1","HMGB3","poor",215,0.619,0.816,0.421
"12885","P46013","P62937","MKI67","PPIA","poor",0,0.573,0.636,0.257
"12886","P07305","Q14683","H1-0","SMC1A","poor",0,0.731,0.67,0.231
"12887","P05204","Q53EL6","HMGN2","PDCD4","poor",0,0.815,0.829,0.14
"12888","P23588","P23527","EIF4B","H2BC17","poor",0,0.611,0.676,0.058
"12889","P13639","Q92541","EEF2","RTF1","poor",0,0.39,0.651,0.305
"12890","Q00839","P26640","HNRNPU","VARS1","poor",0,1,0.419,0.201
"12891","P05204","Q9H1E3","HMGN2","NUCKS1","poor",354,0.858,0.714,0.221
"12892","P62805","P07910","H4C1","HNRNPC","poor",578,0.839,0.775,0.343
"12893","Q9P219","P0C0S8","CCDC88C","H2AC11","poor",0,0.323,0.642,0.231
"12894","Q9UBW5","P68431","BIN2","H3C1","poor",0,0.538,0.613,0.269
"12895","Q03164","P62987","KMT2A","UBA52","poor",844,0.635,0.405,0.22
"12896","P25940","P05204","COL5A3","HMGN2","poor",0,0.567,0.394,0.255
"12897","P00568","Q00839","AK1","HNRNPU","poor",0,0.457,0.211,0.232
"12898","P10412","Q9BRT2","H1-4","UQCC2","poor",0,0.52,1,0.251
"12899","P24928","Q8WXF1","POLR2A","PSPC1","poor",0,0.816,0.583,0.452
"12900","P68431","P62308","H3C1","SNRPG","poor",0,0.584,0.704,0.325
"12901","P16403","Q13442","H1-2","PDAP1","poor",0,0.311,0.725,0.186
"12902","P54709","P16949","ATP1B3","STMN1","poor",0,0.551,0.61,0.142
"12903","P23527","Q9UKK3","H2BC17","PARP4","poor",0,0.706,0.608,0.07
"12904","P61604","O00231","HSPE1","PSMD11","poor",182,0.557,0.584,0.291
"12905","P00558","Q9UQ35","PGK1","SRRM2","poor",0,0.283,0.444,0.196
"12906","P68431","Q15126","H3C1","PMVK","poor",0,0.661,0.529,0.122
"12907","Q02790","P59045","FKBP4","NLRP11","poor",0,1,0.461,0.125
"12908","P68431","Q9Y606","H3C1","PUS1","poor",0,0.638,0.361,0.286
"12909","Q14683","P62316","SMC1A","SNRPD2","poor",0,0.617,0.669,0.21
"12910","Q00839","P42704","HNRNPU","LRPPRC","poor",155,0.743,0.696,0.293
"12911","Q9P219","P22626","CCDC88C","HNRNPA2B1","poor",0,0.467,0.496,0.193
"12912","Q14839","P68431","CHD4","H3C1","poor",884,0.721,0.54,0.433
"12913","O15078","P68431","CEP290","H3C1","poor",0,0.639,0.665,0.191
"12914","P68104","Q7Z2Y8","EEF1A1","GVINP1","poor",0,0.56,1,0
"12915","P62805","Q92614","H4C1","MYO18A","poor",0,0.536,0.669,0.298
"12916","P35579","O15417","MYH9","TNRC18","poor",0,0.455,0.543,0
"12917","O15066","P07737","KIF3B","PFN1","poor",0,0.648,0.556,0.205
"12918","O95684","Q93079","CEP43","H2BC9","poor",0,0.642,0.594,0.227
"12919","Q93079","Q13442","H2BC9","PDAP1","poor",0,0.503,0.692,0.097
"12920","P62937","Q6NUK1","PPIA","SLC25A24","poor",0,0.539,0.162,0.186
"12921","P24928","O43615","POLR2A","TIMM44","poor",0,0.558,0.47,0.041
"12922","P06733","Q6IB77","ENO1","GLYAT","poor",0,0.431,0.421,0.259
"12923","P68431","Q32P51","H3C1","HNRNPA1L2","poor",0,0.434,0.514,0.17
"12924","P17812","O76041","CTPS1","NEBL","poor",0,0.42,0.597,0.055
"12925","Q9Y2C4","Q9Y2S6","EXOG","TMA7","poor",0,0,0,0
"12926","Q9NY12","P68431","GAR1","H3C1","poor",0,0.581,0.67,0.269
"12927","Q05682","P07814","CALD1","EPRS1","poor",0,0.611,0.56,0.04
"12928","Q93079","Q96T17","H2BC9","MAP7D2","poor",0,0.423,0,0.229
"12929","P62805","P13667","H4C1","PDIA4","poor",0,0.528,0.648,0.204
"12930","P06454","Q08170","PTMA","SRSF4","poor",0,0.865,0.655,0.336
"12931","Q8IVF2","P0C0S8","AHNAK2","H2AC11","poor",0,0.437,1,0.097
"12932","O75347","O95789","TBCA","ZMYM6","poor",0,0.616,0.37,0.246
"12933","P25054","Q3T906","APC","GNPTAB","poor",0,0.407,0.569,0.167
"12934","Q9Y4Y9","P62312","LSM5","LSM6","poor",999,0.909,1,0.746
"12935","Q93079","Q12816","H2BC9","TRO","poor",0,0.521,1,0.058
"12936","P17096","P82979","HMGA1","SARNP","poor",0,0.682,0.604,0.444
"12937","P13639","Q9NPD8","EEF2","UBE2T","poor",0,0.443,0.49,0.27
"12938","P38919","Q93079","EIF4A3","H2BC9","poor",0,0.65,0.547,0.104
"12939","P07814","P62807","EPRS1","H2BC4","poor",0,0.502,0.585,0.2
"12940","Q5FWF5","Q12905","ESCO1","ILF2","poor",0,0.589,0.162,0.484
"12941","Q93079","O00193","H2BC9","SMAP","poor",0,0,0,0
"12942","P10412","Q96AG4","H1-4","LRRC59","poor",0,0.5,0.657,0.165
"12943","Q7L622","O43765","G2E3","SGTA","poor",0,0.81,0.607,0.149
"12944","O75534","Q8N5Q1","CSDE1","GARIN5B","poor",0,0,0,0
"12945","Q93079","P35580","H2BC9","MYH10","poor",0,0.608,0.57,0.19
"12946","P68431","Q9NT99","H3C1","LRRC4B","poor",0,0.341,0.788,0.184
"12947","P0C0S8","P61077","H2AC11","UBE2D3","poor",0,0.6,0.465,0.182
"12948","Q7Z460","O75122","CLASP1","CLASP2","poor",479,0.927,0.949,0.939
"12949","P06733","Q15413","ENO1","RYR3","poor",0,0.589,0.352,0.149
"12950","P48643","P09429","CCT5","HMGB1","poor",0,0.442,0.492,0.238
"12951","Q93079","P49750","H2BC9","YLPM1","poor",0,0.601,0.692,0.134
"12952","P80723","P0C0S8","BASP1","H2AC11","poor",0,0.641,0.593,0.146
"12953","P30101","O43765","PDIA3","SGTA","poor",284,0.523,0.517,0.173
"12954","A2A2Z9","P68431","ANKRD18B","H3C1","poor",0,0,0,0
"12955","P62807","P24928","H2BC4","POLR2A","poor",321,0.717,0.578,0.027
"12956","O00571","P06733","DDX3X","ENO1","poor",290,0.728,0.536,0.399
"12957","O75880","Q9Y2S6","SCO1","TMA7","poor",0,0,0,0
"12958","P07814","P07910","EPRS1","HNRNPC","poor",548,0.644,0.628,0.261
"12959","P02545","P06748","LMNA","NPM1","poor",323,0.662,0.473,0.467
"12960","Q93079","Q14696","H2BC9","MESD","poor",0,0.423,0.658,0.134
"12961","P07910","Q13428","HNRNPC","TCOF1","poor",0,0.619,0.768,0.329
